Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,389.367938049561,351.604406607188,840.10374686218,862.617916300708,937.580760789698,962.929220466643,927.484595463214,897.493255355095,929.410711342351,955.518907332905,947.061233586925,..
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,18440.171274585,25102.8769575263,41536.1827076963,41343.838833113,41628.4805545483,42293.5445119279,39730.9195530976,40332.2633871007,41971.2373450864,44351.039059563,44540.3940855154,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,995.737672366446,1457.24253966497,5287.11310838397,5566.7959815895,5823.53208302828,5965.91314534739,5581.20551384289,5571.60102665915,6091.70977670783,6451.68568201707,6564.92014731271,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,881.766268401769,1239.24853536788,4311.53819013222,4528.97227389441,4736.5284972461,4851.42461790789,4537.97692824524,4503.14517758389,4885.47424281036,5153.20210555709,5227.75905922735,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,521.136817848006,572.558467316268,1730.32671096307,1859.43827902544,1977.51020180061,2105.04177801938,1957.86344151847,1771.73912815028,1714.46986572736,1753.09130179051,1762.41115437295,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,354.210656056819,364.207868657248,911.416818978464,933.773107165521,1019.86624976663,1066.54824046642,1066.1569440534,1057.25582367529,1110.35579689092,1162.75026642006,1185.84185873965,..
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,410.896708672611,435.330957339928,1190.50701289103,1250.49823115765,1347.43393016658,1422.52551535685,1370.73525008276,1299.26767391327,1312.72588848293,1359.69623307619,1377.49082047327,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,1100.5811753556,1663.8119674184,7502.03059794594,7978.58535550333,8548.15962878764,8818.86979587623,8218.38497234967,8187.21315976328,9031.340768891,9840.78199770609,10000.4820064391,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,2669.45575321962,4394.93360068388,10193.8572444798,10186.9594620423,10326.1343581426,10417.3537399993,8870.63068044006,8577.35872648418,9432.97118520624,9081.19452696958,8847.43187038476,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,2596.73152149678,4224.62111317886,9870.70609637354,9825.14345387872,9936.31676664428,10062.2692262246,8461.07739077446,8142.77002403826,8990.52450414889,8583.06800249045,8368.44639140975,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2599.22433683739,4306.50131077108,10128.6322412566,10111.7580718897,10247.2140185891,10334.4306676485,8728.07016006564,8417.02746729084,9288.19957715145,8924.13335106833,8681.19668598354,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,324.76540354758,328.249891966969,903.509771997155,935.481980910771,997.209315594878,1053.02861549846,1014.38037293746,978.741307534202,1041.22827629761,1056.78618652863,1069.6816991512,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,859.238989714498,1188.61119806095,4167.71089578689,4393.63288988887,4593.90058862244,4709.48356996713,4415.52291117125,4380.32809255942,4749.35641598002,5001.97002596974,5080.3654962737,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,360.09693108583,323.887786685033,773.242181221052,790.496390692704,845.740512419538,883.969991856531,860.568620585368,774.507273531087,779.608317856324,781.532781919437,779.818941161527,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,493.687686517669,565.86312164172,1709.88416598629,1775.62425488896,1843.33214328832,1935.2398738515,1886.7258935167,1920.04768626716,2034.89358089237,2090.13010911588,2176.55822653246,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,2166.4652021909,3066.34666961379,8324.98447325251,8894.86157872712,8652.3475823771,8537.2588240188,7371.99833537827,7265.22114570915,7411.42312942984,8049.97955098301,8104.50188772468,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,..,1617.71192178714,4621.78958804168,5011.26830580966,4605.55067242475,4466.55648527284,3944.3492513893,3928.79258761764,3793.93201839617,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,1619.03287473603,4644.13050425264,5036.72083221306,4623.47967975874,4483.0610397424,3955.55505989437,3938.53331081404,3799.78729071694,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,899.004877800994,1264.56702620292,4517.71460820642,4770.00524510208,4991.39048128663,5121.33079419836,4804.48157801524,4778.76282254341,5193.16390044498,5480.3092148448,5575.44091508914,..
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,23645.6143148159,35147.8765944311,50111.9822964196,51723.2256622493,53077.2420776928,54637.8325905317,55502.6914987937,56364.855162767,58467.9738138988,61163.8387741408,63181.7957557198,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,17001.6710410448,22976.9168598402,37434.5200220514,37184.8134999025,37447.5045647114,37980.4861126146,35605.2391932836,36030.9131925758,37370.0489908713,39261.4095108163,39399.0492287395,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,3139.304257816,4363.71197646032,14891.4121127329,15211.5769773084,15541.8964812381,15741.3397887968,12793.9310514073,12385.063691733,13404.4097361322,14632.3985928237,13981.5837843025,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,1435.46285028619,1765.11409929919,3401.31860974582,3568.80296036922,3654.82660315204,3919.67305283497,3776.19942145241,3899.58062674065,4132.18527007284,4223.95841619381,4192.97376136243,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,19050.7986644625,25755.2405687832,42364.2257585388,42149.3538180757,42388.8578810151,43064.3204187252,40584.2609627683,41289.5814414088,42879.591169801,45243.533434324,45530.2481525471,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,477.108891146137,442.738651865496,1575.22106561097,1678.43249469713,1791.26548997004,1856.52600548538,1589.45339244249,1398.96941473081,1414.80084279035,1449.03451071747,1472.38540164517,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,2986.76509949898,4386.87577185771,13171.1359583868,13484.6668560084,13774.4921831261,13965.96172728,11707.5184818596,11311.7329004564,12135.8377896016,13158.7022004688,12730.944488417,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,359.24247379048,453.237604423192,1367.31313793749,1364.41640319999,1381.85662659774,1494.42076537038,1541.80368581438,1651.08946256258,1866.88606656608,1899.60923323667,1959.91716548699,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,359.24247379048,453.237604423192,1367.31313793749,1364.41640319999,1381.85662659774,1494.42076537038,1541.80368581438,1651.08946256258,1866.88606656608,1899.60923323667,1959.91716548699,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,667.826094017402,601.063872141829,1745.44305673761,1781.43313604747,1849.69360950361,1885.47256318323,1673.44929052822,1504.23840871572,1560.8873467415,1589.42515617081,1585.43646774798,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,663.3773532137,594.230298719845,1733.95578110555,1770.1596372002,1838.05574353651,1873.49181691514,1662.58802761865,1492.85111898339,1548.8015400679,1576.77661522188,1573.01368789166,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,667.826094017401,601.063872141828,1745.44305673761,1781.43313604747,1849.69360950361,1885.47256318323,1673.44929052822,1504.23840871572,1560.88734674149,1589.42515617081,1585.43646774798,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,1225.70230640857,1878.12447618624,7225.17222917182,7678.0963450404,8070.06290272001,8258.43775067412,7695.50393893236,7629.40685561866,8364.7704248503,8911.91151883684,9040.04578167003,..
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,4285.23527053522,5498.32970525151,10488.3340155715,10605.2083219604,10781.8553053719,10952.3444187853,10246.5073623909,10281.9087997747,10817.4819474952,11374.8467633071,11428.5698505811,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 09/16/2020,,,,,,,,,,,,,,,
